encoder_length,time_idx,year,month,day,hour,minute,relative_time_idx,quantity_MW,quantity_MW_lead1_pred,quantity_MW_lead2_pred,quantity_MW_lead3_pred,quantity_MW_lead4_pred,quantity_MW_lead5_pred,quantity_MW_lead6_pred,quantity_MW_lead7_pred,quantity_MW_lead8_pred,quantity_MW_lead9_pred,quantity_MW_lead10_pred,quantity_MW_lead11_pred,quantity_MW_lead12_pred,quantity_MW_lead13_pred,quantity_MW_lead14_pred,quantity_MW_lead15_pred,quantity_MW_lead16_pred,quantity_MW_lead17_pred,quantity_MW_lead18_pred,quantity_MW_lead19_pred,quantity_MW_lead20_pred,quantity_MW_lead21_pred,quantity_MW_lead22_pred,quantity_MW_lead23_pred,quantity_MW_lead24_pred,quantity_MW_lead25_pred,quantity_MW_lead26_pred,quantity_MW_lead27_pred,quantity_MW_lead28_pred,quantity_MW_lead29_pred,quantity_MW_lead30_pred,quantity_MW_lead31_pred,quantity_MW_lead32_pred,quantity_MW_lead33_pred,quantity_MW_lead34_pred,quantity_MW_lead35_pred,quantity_MW_lead36_pred,quantity_MW_lead37_pred,quantity_MW_lead38_pred,quantity_MW_lead39_pred,quantity_MW_lead40_pred,quantity_MW_lead41_pred,quantity_MW_lead42_pred,quantity_MW_lead43_pred,quantity_MW_lead44_pred,quantity_MW_lead45_pred,quantity_MW_lead46_pred,quantity_MW_lead47_pred,quantity_MW_lead48_pred,quantity_MW_lead49_pred,quantity_MW_lead50_pred,quantity_MW_lead51_pred,quantity_MW_lead52_pred,quantity_MW_lead53_pred,quantity_MW_lead54_pred,quantity_MW_lead55_pred,quantity_MW_lead56_pred,quantity_MW_lead57_pred,quantity_MW_lead58_pred,quantity_MW_lead59_pred,quantity_MW_lead60_pred,quantity_MW_lead61_pred,quantity_MW_lead62_pred,quantity_MW_lead63_pred,quantity_MW_lead64_pred,quantity_MW_lead65_pred,quantity_MW_lead66_pred,quantity_MW_lead67_pred,quantity_MW_lead68_pred,quantity_MW_lead69_pred,quantity_MW_lead70_pred,quantity_MW_lead71_pred,quantity_MW_lead72_pred,quantity_MW_lead1_true,quantity_MW_lead2_true,quantity_MW_lead3_true,quantity_MW_lead4_true,quantity_MW_lead5_true,quantity_MW_lead6_true,quantity_MW_lead7_true,quantity_MW_lead8_true,quantity_MW_lead9_true,quantity_MW_lead10_true,quantity_MW_lead11_true,quantity_MW_lead12_true,quantity_MW_lead13_true,quantity_MW_lead14_true,quantity_MW_lead15_true,quantity_MW_lead16_true,quantity_MW_lead17_true,quantity_MW_lead18_true,quantity_MW_lead19_true,quantity_MW_lead20_true,quantity_MW_lead21_true,quantity_MW_lead22_true,quantity_MW_lead23_true,quantity_MW_lead24_true,quantity_MW_lead25_true,quantity_MW_lead26_true,quantity_MW_lead27_true,quantity_MW_lead28_true,quantity_MW_lead29_true,quantity_MW_lead30_true,quantity_MW_lead31_true,quantity_MW_lead32_true,quantity_MW_lead33_true,quantity_MW_lead34_true,quantity_MW_lead35_true,quantity_MW_lead36_true,quantity_MW_lead37_true,quantity_MW_lead38_true,quantity_MW_lead39_true,quantity_MW_lead40_true,quantity_MW_lead41_true,quantity_MW_lead42_true,quantity_MW_lead43_true,quantity_MW_lead44_true,quantity_MW_lead45_true,quantity_MW_lead46_true,quantity_MW_lead47_true,quantity_MW_lead48_true,quantity_MW_lead49_true,quantity_MW_lead50_true,quantity_MW_lead51_true,quantity_MW_lead52_true,quantity_MW_lead53_true,quantity_MW_lead54_true,quantity_MW_lead55_true,quantity_MW_lead56_true,quantity_MW_lead57_true,quantity_MW_lead58_true,quantity_MW_lead59_true,quantity_MW_lead60_true,quantity_MW_lead61_true,quantity_MW_lead62_true,quantity_MW_lead63_true,quantity_MW_lead64_true,quantity_MW_lead65_true,quantity_MW_lead66_true,quantity_MW_lead67_true,quantity_MW_lead68_true,quantity_MW_lead69_true,quantity_MW_lead70_true,quantity_MW_lead71_true,quantity_MW_lead72_true
1.0,-0.4890614,0.0,-0.43475586,-0.049579438,-0.08039947,0.0,0.29583332,1.684877,23794.969,23677.928,23573.24,23490.656,23405.887,23327.93,23261.137,23204.957,23156.906,23115.244,23078.92,23047.19,23019.438,22995.13,22973.803,22955.033,22938.467,22923.793,22910.752,22899.12,22888.707,22879.35,22870.912,22863.273,22856.334,22850.004,22844.207,22838.879,22833.965,22829.412,22825.182,22821.236,22817.545,22814.078,22810.816,22807.734,22804.816,22802.045,22799.406,22796.89,22794.486,22792.182,22789.97,22787.844,22785.797,22783.822,22781.916,22780.074,22778.287,22776.559,22774.877,22773.246,22771.66,22770.115,22768.611,22767.146,22765.715,22764.318,22762.953,22761.617,22760.312,22759.033,22757.781,22756.555,22755.35,22754.168,22753.01,22751.871,22750.752,22749.652,22748.57,22747.508,26376.0,25988.0,24996.0,25440.0,26148.0,26688.0,27288.0,29232.0,28252.0,26064.0,24360.0,23108.0,21784.0,20992.0,20444.0,20368.0,20316.0,20836.0,20880.0,21356.0,22412.0,22916.0,23076.0,23560.0,24048.0,23728.0,23404.0,23640.0,24788.0,25924.0,26956.0,29340.0,28764.0,26896.0,24856.0,23292.0,22160.0,21588.0,21340.0,21536.0,22520.0,25988.0,28928.0,29996.0,30508.0,30920.0,30948.0,31308.0,31376.0,31120.0,30992.0,31128.0,32200.0,32704.0,33084.0,34524.0,32580.0,29252.0,26764.0,25656.0,24508.0,23488.0,23176.0,23184.0,24136.0,27108.0,30144.0,30836.0,30996.0,31460.0,31568.0,32156.0
1.0,-0.48707736,0.0,-0.43475586,-0.049579438,0.064021796,0.0,0.29583332,1.673829,23794.871,23677.355,23572.387,23489.64,23404.777,23326.768,23259.941,23203.744,23155.688,23114.023,23077.705,23045.984,23018.248,22993.957,22972.645,22953.895,22937.344,22922.686,22909.66,22898.041,22887.64,22878.299,22869.873,22862.246,22855.316,22848.996,22843.209,22837.89,22832.984,22828.441,22824.219,22820.281,22816.598,22813.139,22809.883,22806.807,22803.895,22801.129,22798.498,22795.986,22793.586,22791.287,22789.082,22786.959,22784.918,22782.947,22781.045,22779.207,22777.426,22775.7,22774.023,22772.396,22770.812,22769.273,22767.771,22766.31,22764.883,22763.488,22762.127,22760.795,22759.492,22758.219,22756.969,22755.746,22754.543,22753.367,22752.21,22751.074,22749.959,22748.861,22747.783,22746.723,25988.0,24996.0,25440.0,26148.0,26688.0,27288.0,29232.0,28252.0,26064.0,24360.0,23108.0,21784.0,20992.0,20444.0,20368.0,20316.0,20836.0,20880.0,21356.0,22412.0,22916.0,23076.0,23560.0,24048.0,23728.0,23404.0,23640.0,24788.0,25924.0,26956.0,29340.0,28764.0,26896.0,24856.0,23292.0,22160.0,21588.0,21340.0,21536.0,22520.0,25988.0,28928.0,29996.0,30508.0,30920.0,30948.0,31308.0,31376.0,31120.0,30992.0,31128.0,32200.0,32704.0,33084.0,34524.0,32580.0,29252.0,26764.0,25656.0,24508.0,23488.0,23176.0,23184.0,24136.0,27108.0,30144.0,30836.0,30996.0,31460.0,31568.0,32156.0,32116.0
1.0,-0.48509336,0.0,-0.43475586,-0.049579438,0.20844306,0.0,0.29583332,1.6163788,23794.773,23676.79,23571.537,23488.629,23403.674,23325.607,23258.75,23202.535,23154.47,23112.807,23076.496,23044.785,23017.062,22992.787,22971.492,22952.758,22936.223,22921.582,22908.57,22896.967,22886.58,22877.25,22868.836,22861.22,22854.303,22847.994,22842.215,22836.906,22832.008,22827.473,22823.26,22819.33,22815.652,22812.201,22808.951,22805.883,22802.975,22800.215,22797.59,22795.084,22792.69,22790.396,22788.195,22786.078,22784.041,22782.076,22780.178,22778.342,22776.566,22774.844,22773.172,22771.549,22769.969,22768.434,22766.936,22765.477,22764.053,22762.664,22761.305,22759.977,22758.678,22757.406,22756.16,22754.94,22753.74,22752.566,22751.412,22750.28,22749.166,22748.074,22746.998,22745.938,24996.0,25440.0,26148.0,26688.0,27288.0,29232.0,28252.0,26064.0,24360.0,23108.0,21784.0,20992.0,20444.0,20368.0,20316.0,20836.0,20880.0,21356.0,22412.0,22916.0,23076.0,23560.0,24048.0,23728.0,23404.0,23640.0,24788.0,25924.0,26956.0,29340.0,28764.0,26896.0,24856.0,23292.0,22160.0,21588.0,21340.0,21536.0,22520.0,25988.0,28928.0,29996.0,30508.0,30920.0,30948.0,31308.0,31376.0,31120.0,30992.0,31128.0,32200.0,32704.0,33084.0,34524.0,32580.0,29252.0,26764.0,25656.0,24508.0,23488.0,23176.0,23184.0,24136.0,27108.0,30144.0,30836.0,30996.0,31460.0,31568.0,32156.0,32116.0,31908.0
1.0,-0.48310933,0.0,-0.43475586,-0.049579438,0.35286433,0.0,0.29583332,1.5964922,23794.68,23676.227,23570.691,23487.621,23402.574,23324.453,23257.56,23201.328,23153.256,23111.594,23075.287,23043.588,23015.879,22991.62,22970.342,22951.623,22935.105,22920.48,22907.484,22895.895,22885.523,22876.205,22867.803,22860.2,22853.293,22846.992,22841.225,22835.926,22831.035,22826.51,22822.303,22818.38,22814.71,22811.266,22808.023,22804.959,22802.059,22799.305,22796.686,22794.186,22791.795,22789.508,22787.31,22785.2,22783.166,22781.205,22779.312,22777.482,22775.709,22773.99,22772.322,22770.703,22769.129,22767.596,22766.102,22764.646,22763.227,22761.84,22760.484,22759.16,22757.865,22756.596,22755.354,22754.135,22752.941,22751.77,22750.617,22749.488,22748.379,22747.287,22746.215,22745.158,25440.0,26148.0,26688.0,27288.0,29232.0,28252.0,26064.0,24360.0,23108.0,21784.0,20992.0,20444.0,20368.0,20316.0,20836.0,20880.0,21356.0,22412.0,22916.0,23076.0,23560.0,24048.0,23728.0,23404.0,23640.0,24788.0,25924.0,26956.0,29340.0,28764.0,26896.0,24856.0,23292.0,22160.0,21588.0,21340.0,21536.0,22520.0,25988.0,28928.0,29996.0,30508.0,30920.0,30948.0,31308.0,31376.0,31120.0,30992.0,31128.0,32200.0,32704.0,33084.0,34524.0,32580.0,29252.0,26764.0,25656.0,24508.0,23488.0,23176.0,23184.0,24136.0,27108.0,30144.0,30836.0,30996.0,31460.0,31568.0,32156.0,32116.0,31908.0,31836.0
1.0,-0.4811253,0.0,-0.43475586,-0.049579438,0.4972856,0.0,0.29583332,1.7235454,23794.588,23675.666,23569.852,23486.62,23401.479,23323.303,23256.377,23200.125,23152.045,23110.383,23074.082,23042.395,23014.697,22990.455,22969.193,22950.492,22933.992,22919.383,22906.4,22894.826,22884.467,22875.162,22866.773,22859.182,22852.285,22845.996,22840.236,22834.945,22830.066,22825.547,22821.348,22817.434,22813.771,22810.334,22807.098,22804.041,22801.146,22798.398,22795.783,22793.29,22790.906,22788.621,22786.43,22784.324,22782.295,22780.34,22778.45,22776.625,22774.855,22773.14,22771.477,22769.861,22768.291,22766.762,22765.271,22763.82,22762.402,22761.02,22759.668,22758.348,22757.055,22755.79,22754.549,22753.334,22752.143,22750.973,22749.826,22748.7,22747.592,22746.504,22745.434,22744.38,26148.0,26688.0,27288.0,29232.0,28252.0,26064.0,24360.0,23108.0,21784.0,20992.0,20444.0,20368.0,20316.0,20836.0,20880.0,21356.0,22412.0,22916.0,23076.0,23560.0,24048.0,23728.0,23404.0,23640.0,24788.0,25924.0,26956.0,29340.0,28764.0,26896.0,24856.0,23292.0,22160.0,21588.0,21340.0,21536.0,22520.0,25988.0,28928.0,29996.0,30508.0,30920.0,30948.0,31308.0,31376.0,31120.0,30992.0,31128.0,32200.0,32704.0,33084.0,34524.0,32580.0,29252.0,26764.0,25656.0,24508.0,23488.0,23176.0,23184.0,24136.0,27108.0,30144.0,30836.0,30996.0,31460.0,31568.0,32156.0,32116.0,31908.0,31836.0,32296.0
1.0,-0.4791413,0.0,-0.43475586,-0.049579438,0.6417069,0.0,0.29583332,1.8251882,23794.498,23675.113,23569.018,23485.621,23400.387,23322.156,23255.195,23198.926,23150.836,23109.176,23072.88,23041.203,23013.52,22989.295,22968.049,22949.365,22932.883,22918.29,22905.322,22893.76,22883.416,22874.125,22865.746,22858.166,22851.28,22845.0,22839.252,22833.97,22829.098,22824.588,22820.398,22816.492,22812.836,22809.404,22806.174,22803.125,22800.236,22797.494,22794.885,22792.396,22790.018,22787.738,22785.553,22783.45,22781.426,22779.475,22777.59,22775.77,22774.004,22772.293,22770.635,22769.021,22767.455,22765.93,22764.443,22762.994,22761.582,22760.203,22758.854,22757.535,22756.246,22754.984,22753.748,22752.535,22751.348,22750.182,22749.037,22747.914,22746.809,22745.725,22744.656,22743.607,26688.0,27288.0,29232.0,28252.0,26064.0,24360.0,23108.0,21784.0,20992.0,20444.0,20368.0,20316.0,20836.0,20880.0,21356.0,22412.0,22916.0,23076.0,23560.0,24048.0,23728.0,23404.0,23640.0,24788.0,25924.0,26956.0,29340.0,28764.0,26896.0,24856.0,23292.0,22160.0,21588.0,21340.0,21536.0,22520.0,25988.0,28928.0,29996.0,30508.0,30920.0,30948.0,31308.0,31376.0,31120.0,30992.0,31128.0,32200.0,32704.0,33084.0,34524.0,32580.0,29252.0,26764.0,25656.0,24508.0,23488.0,23176.0,23184.0,24136.0,27108.0,30144.0,30836.0,30996.0,31460.0,31568.0,32156.0,32116.0,31908.0,31836.0,32296.0,32664.0
1.0,-0.47715726,0.0,-0.43475586,-0.049579438,0.7861281,0.0,0.29583332,1.9445078,23794.412,23674.562,23568.188,23484.629,23399.299,23321.012,23254.016,23197.729,23149.63,23107.969,23071.682,23040.016,23012.346,22988.135,22966.908,22948.242,22931.773,22917.195,22904.244,22892.7,22882.367,22873.088,22864.723,22857.152,22850.277,22844.008,22838.27,22832.998,22828.135,22823.633,22819.451,22815.55,22811.902,22808.479,22805.254,22802.21,22799.328,22796.592,22793.988,22791.506,22789.133,22786.86,22784.678,22782.58,22780.56,22778.613,22776.734,22774.916,22773.156,22771.45,22769.795,22768.186,22766.621,22765.102,22763.617,22762.174,22760.764,22759.387,22758.043,22756.727,22755.441,22754.184,22752.95,22751.74,22750.555,22749.393,22748.252,22747.13,22746.03,22744.945,22743.883,22742.836,27288.0,29232.0,28252.0,26064.0,24360.0,23108.0,21784.0,20992.0,20444.0,20368.0,20316.0,20836.0,20880.0,21356.0,22412.0,22916.0,23076.0,23560.0,24048.0,23728.0,23404.0,23640.0,24788.0,25924.0,26956.0,29340.0,28764.0,26896.0,24856.0,23292.0,22160.0,21588.0,21340.0,21536.0,22520.0,25988.0,28928.0,29996.0,30508.0,30920.0,30948.0,31308.0,31376.0,31120.0,30992.0,31128.0,32200.0,32704.0,33084.0,34524.0,32580.0,29252.0,26764.0,25656.0,24508.0,23488.0,23176.0,23184.0,24136.0,27108.0,30144.0,30836.0,30996.0,31460.0,31568.0,32156.0,32116.0,31908.0,31836.0,32296.0,32664.0,33096.0
1.0,-0.47517323,0.0,-0.43475586,-0.049579438,0.9305494,0.0,0.29583332,2.1091247,23794.326,23674.016,23567.363,23483.64,23398.217,23319.873,23252.842,23196.535,23148.43,23106.768,23070.486,23038.83,23011.176,22986.98,22965.77,22947.121,22930.67,22916.107,22903.172,22891.639,22881.322,22872.055,22863.701,22856.145,22849.28,22843.02,22837.293,22832.027,22827.174,22822.68,22818.506,22814.613,22810.973,22807.555,22804.338,22801.3,22798.424,22795.693,22793.096,22790.617,22788.25,22785.98,22783.805,22781.713,22779.697,22777.756,22775.879,22774.066,22772.31,22770.607,22768.957,22767.352,22765.791,22764.273,22762.795,22761.355,22759.947,22758.574,22757.234,22755.922,22754.639,22753.383,22752.154,22750.947,22749.766,22748.605,22747.469,22746.35,22745.252,22744.172,22743.11,22742.066,29232.0,28252.0,26064.0,24360.0,23108.0,21784.0,20992.0,20444.0,20368.0,20316.0,20836.0,20880.0,21356.0,22412.0,22916.0,23076.0,23560.0,24048.0,23728.0,23404.0,23640.0,24788.0,25924.0,26956.0,29340.0,28764.0,26896.0,24856.0,23292.0,22160.0,21588.0,21340.0,21536.0,22520.0,25988.0,28928.0,29996.0,30508.0,30920.0,30948.0,31308.0,31376.0,31120.0,30992.0,31128.0,32200.0,32704.0,33084.0,34524.0,32580.0,29252.0,26764.0,25656.0,24508.0,23488.0,23176.0,23184.0,24136.0,27108.0,30144.0,30836.0,30996.0,31460.0,31568.0,32156.0,32116.0,31908.0,31836.0,32296.0,32664.0,33096.0,33692.0
1.0,-0.4731892,0.0,-0.43475586,-0.049579438,1.0749707,0.0,0.29583332,2.5145907,23794.244,23673.473,23566.541,23482.656,23397.137,23318.738,23251.672,23195.344,23147.23,23105.57,23069.295,23037.648,23010.008,22985.83,22964.637,22946.002,22929.568,22915.023,22902.102,22890.584,22880.28,22871.025,22862.684,22855.139,22848.285,22842.035,22836.316,22831.062,22826.217,22821.73,22817.562,22813.68,22810.045,22806.635,22803.424,22800.393,22797.523,22794.797,22792.205,22789.734,22787.371,22785.107,22782.936,22780.848,22778.838,22776.9,22775.03,22773.219,22771.467,22769.77,22768.121,22766.521,22764.965,22763.451,22761.977,22760.537,22759.135,22757.766,22756.428,22755.12,22753.84,22752.588,22751.361,22750.158,22748.98,22747.822,22746.688,22745.572,22744.477,22743.4,22742.342,22741.3,28252.0,26064.0,24360.0,23108.0,21784.0,20992.0,20444.0,20368.0,20316.0,20836.0,20880.0,21356.0,22412.0,22916.0,23076.0,23560.0,24048.0,23728.0,23404.0,23640.0,24788.0,25924.0,26956.0,29340.0,28764.0,26896.0,24856.0,23292.0,22160.0,21588.0,21340.0,21536.0,22520.0,25988.0,28928.0,29996.0,30508.0,30920.0,30948.0,31308.0,31376.0,31120.0,30992.0,31128.0,32200.0,32704.0,33084.0,34524.0,32580.0,29252.0,26764.0,25656.0,24508.0,23488.0,23176.0,23184.0,24136.0,27108.0,30144.0,30836.0,30996.0,31460.0,31568.0,32156.0,32116.0,31908.0,31836.0,32296.0,32664.0,33096.0,33692.0,35160.0
1.0,-0.4712052,0.0,-0.43475586,-0.049579438,1.219392,0.0,0.29583332,1.9809666,23794.166,23672.936,23565.727,23481.68,23396.062,23317.607,23250.504,23194.158,23146.037,23104.375,23068.105,23036.47,23008.844,22984.682,22963.506,22944.889,22928.47,22913.941,22901.035,22889.531,22879.24,22870.0,22861.67,22854.135,22847.293,22841.053,22835.344,22830.098,22825.262,22820.783,22816.625,22812.748,22809.121,22805.717,22802.514,22799.488,22796.625,22793.906,22791.318,22788.852,22786.494,22784.236,22782.068,22779.986,22777.98,22776.047,22774.18,22772.375,22770.627,22768.934,22767.29,22765.693,22764.14,22762.63,22761.158,22759.725,22758.326,22756.96,22755.625,22754.32,22753.043,22751.795,22750.57,22749.371,22748.195,22747.041,22745.908,22744.797,22743.705,22742.63,22741.576,22740.537,26064.0,24360.0,23108.0,21784.0,20992.0,20444.0,20368.0,20316.0,20836.0,20880.0,21356.0,22412.0,22916.0,23076.0,23560.0,24048.0,23728.0,23404.0,23640.0,24788.0,25924.0,26956.0,29340.0,28764.0,26896.0,24856.0,23292.0,22160.0,21588.0,21340.0,21536.0,22520.0,25988.0,28928.0,29996.0,30508.0,30920.0,30948.0,31308.0,31376.0,31120.0,30992.0,31128.0,32200.0,32704.0,33084.0,34524.0,32580.0,29252.0,26764.0,25656.0,24508.0,23488.0,23176.0,23184.0,24136.0,27108.0,30144.0,30836.0,30996.0,31460.0,31568.0,32156.0,32116.0,31908.0,31836.0,32296.0,32664.0,33096.0,33692.0,35160.0,33228.0
1.0,-0.46922117,0.0,-0.43475586,-0.049579438,1.3638132,0.0,0.29583332,1.092698,23794.088,23672.402,23564.916,23480.705,23394.992,23316.479,23249.342,23192.975,23144.846,23103.184,23066.922,23035.297,23007.682,22983.537,22962.377,22943.78,22927.375,22912.861,22899.97,22888.482,22878.205,22868.977,22860.658,22853.135,22846.303,22840.074,22834.375,22829.137,22824.309,22819.84,22815.69,22811.818,22808.2,22804.803,22801.605,22798.586,22795.729,22793.016,22790.436,22787.973,22785.621,22783.367,22781.205,22779.127,22777.125,22775.197,22773.334,22771.533,22769.79,22768.1,22766.46,22764.867,22763.32,22761.812,22760.344,22758.914,22757.518,22756.156,22754.824,22753.523,22752.25,22751.004,22749.783,22748.588,22747.414,22746.264,22745.133,22744.025,22742.936,22741.863,22740.812,22739.775,24360.0,23108.0,21784.0,20992.0,20444.0,20368.0,20316.0,20836.0,20880.0,21356.0,22412.0,22916.0,23076.0,23560.0,24048.0,23728.0,23404.0,23640.0,24788.0,25924.0,26956.0,29340.0,28764.0,26896.0,24856.0,23292.0,22160.0,21588.0,21340.0,21536.0,22520.0,25988.0,28928.0,29996.0,30508.0,30920.0,30948.0,31308.0,31376.0,31120.0,30992.0,31128.0,32200.0,32704.0,33084.0,34524.0,32580.0,29252.0,26764.0,25656.0,24508.0,23488.0,23176.0,23184.0,24136.0,27108.0,30144.0,30836.0,30996.0,31460.0,31568.0,32156.0,32116.0,31908.0,31836.0,32296.0,32664.0,33096.0,33692.0,35160.0,33228.0,30012.0
1.0,-0.46723714,0.0,-0.43475586,-0.049579438,1.5082345,0.0,0.29583332,0.37788484,23794.014,23671.875,23564.11,23479.736,23393.928,23315.355,23248.182,23191.795,23143.656,23101.994,23065.738,23034.125,23006.523,22982.395,22961.252,22942.67,22926.285,22911.787,22898.91,22887.438,22877.172,22867.957,22859.652,22852.139,22845.316,22839.098,22833.408,22828.182,22823.361,22818.898,22814.756,22810.895,22807.281,22803.89,22800.701,22797.688,22794.836,22792.129,22789.553,22787.098,22784.75,22782.5,22780.344,22778.271,22776.275,22774.35,22772.492,22770.695,22768.955,22767.27,22765.635,22764.045,22762.5,22760.996,22759.533,22758.105,22756.715,22755.355,22754.027,22752.729,22751.459,22750.217,22749.0,22747.805,22746.635,22745.488,22744.361,22743.256,22742.17,22741.102,22740.05,22739.02,23108.0,21784.0,20992.0,20444.0,20368.0,20316.0,20836.0,20880.0,21356.0,22412.0,22916.0,23076.0,23560.0,24048.0,23728.0,23404.0,23640.0,24788.0,25924.0,26956.0,29340.0,28764.0,26896.0,24856.0,23292.0,22160.0,21588.0,21340.0,21536.0,22520.0,25988.0,28928.0,29996.0,30508.0,30920.0,30948.0,31308.0,31376.0,31120.0,30992.0,31128.0,32200.0,32704.0,33084.0,34524.0,32580.0,29252.0,26764.0,25656.0,24508.0,23488.0,23176.0,23184.0,24136.0,27108.0,30144.0,30836.0,30996.0,31460.0,31568.0,32156.0,32116.0,31908.0,31836.0,32296.0,32664.0,33096.0,33692.0,35160.0,33228.0,30012.0,27424.0
1.0,-0.4652531,0.0,-0.43475586,-0.049579438,1.6526557,0.0,0.29583332,0.015506595,23793.941,23671.348,23563.31,23478.771,23392.867,23314.236,23247.025,23190.617,23142.473,23100.809,23064.559,23032.957,23005.37,22981.258,22960.13,22941.566,22925.197,22910.715,22897.855,22886.393,22876.143,22866.94,22858.646,22851.145,22844.334,22838.125,22832.445,22827.227,22822.414,22817.96,22813.826,22809.97,22806.365,22802.982,22799.797,22796.791,22793.945,22791.244,22788.676,22786.225,22783.88,22781.639,22779.486,22777.418,22775.426,22773.506,22771.652,22769.86,22768.125,22766.443,22764.81,22763.227,22761.684,22760.186,22758.725,22757.3,22755.912,22754.557,22753.232,22751.938,22750.672,22749.432,22748.217,22747.027,22745.86,22744.715,22743.592,22742.488,22741.406,22740.34,22739.293,22738.264,21784.0,20992.0,20444.0,20368.0,20316.0,20836.0,20880.0,21356.0,22412.0,22916.0,23076.0,23560.0,24048.0,23728.0,23404.0,23640.0,24788.0,25924.0,26956.0,29340.0,28764.0,26896.0,24856.0,23292.0,22160.0,21588.0,21340.0,21536.0,22520.0,25988.0,28928.0,29996.0,30508.0,30920.0,30948.0,31308.0,31376.0,31120.0,30992.0,31128.0,32200.0,32704.0,33084.0,34524.0,32580.0,29252.0,26764.0,25656.0,24508.0,23488.0,23176.0,23184.0,24136.0,27108.0,30144.0,30836.0,30996.0,31460.0,31568.0,32156.0,32116.0,31908.0,31836.0,32296.0,32664.0,33096.0,33692.0,35160.0,33228.0,30012.0,27424.0,26112.0
1.0,-0.4632691,0.0,-0.43475586,0.05808934,-1.6690334,0.0,0.29583332,-0.33803314,23793.871,23670.828,23562.516,23477.812,23391.812,23313.121,23245.875,23189.445,23141.291,23099.629,23063.383,23031.791,23004.219,22980.123,22959.014,22940.465,22924.113,22909.646,22896.8,22885.355,22875.115,22865.926,22857.645,22850.156,22843.355,22837.156,22831.484,22826.275,22821.473,22817.027,22812.898,22809.053,22805.453,22802.078,22798.898,22795.898,22793.059,22790.363,22787.799,22785.355,22783.016,22780.78,22778.63,22776.566,22774.58,22772.666,22770.816,22769.027,22767.297,22765.617,22763.99,22762.408,22760.871,22759.375,22757.92,22756.5,22755.113,22753.762,22752.44,22751.148,22749.885,22748.648,22747.438,22746.252,22745.088,22743.945,22742.826,22741.725,22740.645,22739.582,22738.54,22737.512,20992.0,20444.0,20368.0,20316.0,20836.0,20880.0,21356.0,22412.0,22916.0,23076.0,23560.0,24048.0,23728.0,23404.0,23640.0,24788.0,25924.0,26956.0,29340.0,28764.0,26896.0,24856.0,23292.0,22160.0,21588.0,21340.0,21536.0,22520.0,25988.0,28928.0,29996.0,30508.0,30920.0,30948.0,31308.0,31376.0,31120.0,30992.0,31128.0,32200.0,32704.0,33084.0,34524.0,32580.0,29252.0,26764.0,25656.0,24508.0,23488.0,23176.0,23184.0,24136.0,27108.0,30144.0,30836.0,30996.0,31460.0,31568.0,32156.0,32116.0,31908.0,31836.0,32296.0,32664.0,33096.0,33692.0,35160.0,33228.0,30012.0,27424.0,26112.0,24832.0
1.0,-0.46128508,0.0,-0.43475586,0.05808934,-1.5246122,0.0,0.29583332,-0.5512618,23793.803,23670.31,23561.723,23476.857,23390.76,23312.01,23244.727,23188.277,23140.113,23098.45,23062.21,23030.629,23003.07,22978.992,22957.9,22939.367,22923.033,22908.582,22895.75,22884.318,22874.094,22864.916,22856.646,22849.168,22842.379,22836.19,22830.527,22825.328,22820.533,22816.098,22811.977,22808.137,22804.545,22801.176,22798.002,22795.01,22792.176,22789.486,22786.928,22784.486,22782.154,22779.922,22777.78,22775.719,22773.738,22771.826,22769.98,22768.197,22766.47,22764.797,22763.172,22761.596,22760.062,22758.57,22757.117,22755.7,22754.318,22752.969,22751.65,22750.363,22749.104,22747.87,22746.662,22745.479,22744.318,22743.18,22742.062,22740.965,22739.887,22738.828,22737.785,22736.762,20444.0,20368.0,20316.0,20836.0,20880.0,21356.0,22412.0,22916.0,23076.0,23560.0,24048.0,23728.0,23404.0,23640.0,24788.0,25924.0,26956.0,29340.0,28764.0,26896.0,24856.0,23292.0,22160.0,21588.0,21340.0,21536.0,22520.0,25988.0,28928.0,29996.0,30508.0,30920.0,30948.0,31308.0,31376.0,31120.0,30992.0,31128.0,32200.0,32704.0,33084.0,34524.0,32580.0,29252.0,26764.0,25656.0,24508.0,23488.0,23176.0,23184.0,24136.0,27108.0,30144.0,30836.0,30996.0,31460.0,31568.0,32156.0,32116.0,31908.0,31836.0,32296.0,32664.0,33096.0,33692.0,35160.0,33228.0,30012.0,27424.0,26112.0,24832.0,24060.0
