encoder_length,time_idx,year,month,day,hour,minute,relative_time_idx,quantity_MW,quantity_MW_lead1_pred,quantity_MW_lead2_pred,quantity_MW_lead3_pred,quantity_MW_lead4_pred,quantity_MW_lead5_pred,quantity_MW_lead6_pred,quantity_MW_lead7_pred,quantity_MW_lead8_pred,quantity_MW_lead9_pred,quantity_MW_lead10_pred,quantity_MW_lead11_pred,quantity_MW_lead12_pred,quantity_MW_lead13_pred,quantity_MW_lead14_pred,quantity_MW_lead15_pred,quantity_MW_lead16_pred,quantity_MW_lead17_pred,quantity_MW_lead18_pred,quantity_MW_lead19_pred,quantity_MW_lead20_pred,quantity_MW_lead21_pred,quantity_MW_lead22_pred,quantity_MW_lead23_pred,quantity_MW_lead24_pred,quantity_MW_lead25_pred,quantity_MW_lead26_pred,quantity_MW_lead27_pred,quantity_MW_lead28_pred,quantity_MW_lead29_pred,quantity_MW_lead30_pred,quantity_MW_lead31_pred,quantity_MW_lead32_pred,quantity_MW_lead33_pred,quantity_MW_lead34_pred,quantity_MW_lead35_pred,quantity_MW_lead36_pred,quantity_MW_lead37_pred,quantity_MW_lead38_pred,quantity_MW_lead39_pred,quantity_MW_lead40_pred,quantity_MW_lead41_pred,quantity_MW_lead42_pred,quantity_MW_lead43_pred,quantity_MW_lead44_pred,quantity_MW_lead45_pred,quantity_MW_lead46_pred,quantity_MW_lead47_pred,quantity_MW_lead48_pred,quantity_MW_lead49_pred,quantity_MW_lead50_pred,quantity_MW_lead51_pred,quantity_MW_lead52_pred,quantity_MW_lead53_pred,quantity_MW_lead54_pred,quantity_MW_lead55_pred,quantity_MW_lead56_pred,quantity_MW_lead57_pred,quantity_MW_lead58_pred,quantity_MW_lead59_pred,quantity_MW_lead60_pred,quantity_MW_lead61_pred,quantity_MW_lead62_pred,quantity_MW_lead63_pred,quantity_MW_lead64_pred,quantity_MW_lead65_pred,quantity_MW_lead66_pred,quantity_MW_lead67_pred,quantity_MW_lead68_pred,quantity_MW_lead69_pred,quantity_MW_lead70_pred,quantity_MW_lead71_pred,quantity_MW_lead72_pred,quantity_MW_lead1_true,quantity_MW_lead2_true,quantity_MW_lead3_true,quantity_MW_lead4_true,quantity_MW_lead5_true,quantity_MW_lead6_true,quantity_MW_lead7_true,quantity_MW_lead8_true,quantity_MW_lead9_true,quantity_MW_lead10_true,quantity_MW_lead11_true,quantity_MW_lead12_true,quantity_MW_lead13_true,quantity_MW_lead14_true,quantity_MW_lead15_true,quantity_MW_lead16_true,quantity_MW_lead17_true,quantity_MW_lead18_true,quantity_MW_lead19_true,quantity_MW_lead20_true,quantity_MW_lead21_true,quantity_MW_lead22_true,quantity_MW_lead23_true,quantity_MW_lead24_true,quantity_MW_lead25_true,quantity_MW_lead26_true,quantity_MW_lead27_true,quantity_MW_lead28_true,quantity_MW_lead29_true,quantity_MW_lead30_true,quantity_MW_lead31_true,quantity_MW_lead32_true,quantity_MW_lead33_true,quantity_MW_lead34_true,quantity_MW_lead35_true,quantity_MW_lead36_true,quantity_MW_lead37_true,quantity_MW_lead38_true,quantity_MW_lead39_true,quantity_MW_lead40_true,quantity_MW_lead41_true,quantity_MW_lead42_true,quantity_MW_lead43_true,quantity_MW_lead44_true,quantity_MW_lead45_true,quantity_MW_lead46_true,quantity_MW_lead47_true,quantity_MW_lead48_true,quantity_MW_lead49_true,quantity_MW_lead50_true,quantity_MW_lead51_true,quantity_MW_lead52_true,quantity_MW_lead53_true,quantity_MW_lead54_true,quantity_MW_lead55_true,quantity_MW_lead56_true,quantity_MW_lead57_true,quantity_MW_lead58_true,quantity_MW_lead59_true,quantity_MW_lead60_true,quantity_MW_lead61_true,quantity_MW_lead62_true,quantity_MW_lead63_true,quantity_MW_lead64_true,quantity_MW_lead65_true,quantity_MW_lead66_true,quantity_MW_lead67_true,quantity_MW_lead68_true,quantity_MW_lead69_true,quantity_MW_lead70_true,quantity_MW_lead71_true,quantity_MW_lead72_true
1.0,-0.0724168,0.0,-0.43475586,0.91943955,-0.9469271,0.0,0.29583332,-0.19551244,23798.363,23623.826,23479.047,23368.367,23263.932,23172.174,23095.908,23033.879,22982.867,22940.467,22905.008,22875.21,22850.033,22828.623,22810.297,22794.506,22780.816,22768.88,22758.418,22749.207,22741.057,22733.818,22727.361,22721.58,22716.383,22711.691,22707.443,22703.578,22700.05,22696.818,22693.846,22691.102,22688.56,22686.2,22683.996,22681.94,22680.008,22678.193,22676.48,22674.863,22673.332,22671.879,22670.498,22669.18,22667.924,22666.723,22665.574,22664.473,22663.416,22662.4,22661.424,22660.482,22659.578,22658.703,22657.86,22657.045,22656.256,22655.494,22654.756,22654.041,22653.348,22652.676,22652.021,22651.389,22650.773,22650.176,22649.594,22649.03,22648.479,22647.943,22647.422,22646.914,27452.0,28132.0,27716.0,26996.0,26608.0,26504.0,26712.0,26088.0,26048.0,26380.0,27664.0,27988.0,29172.0,31268.0,29260.0,26244.0,24116.0,23240.0,22412.0,21596.0,21248.0,21256.0,22068.0,25300.0,28308.0,28548.0,28060.0,26904.0,26384.0,26536.0,26160.0,25676.0,25500.0,26252.0,27232.0,28060.0,29488.0,31700.0,29364.0,26456.0,23784.0,23080.0,22084.0,21516.0,21300.0,21092.0,22120.0,24912.0,27924.0,28180.0,27680.0,27084.0,26668.0,26616.0,26568.0,26068.0,25636.0,26116.0,27060.0,28100.0,29168.0,31200.0,29048.0,26184.0,24064.0,22928.0,22044.0,21508.0,21424.0,21440.0,22188.0,25348.0
1.0,-0.070432775,0.0,-0.43475586,0.91943955,-0.8025058,0.0,0.29583332,0.6905465,23798.422,23623.762,23478.879,23368.117,23263.615,23171.805,23095.502,23033.451,22982.426,22940.027,22904.574,22874.785,22849.617,22828.219,22809.904,22794.125,22780.447,22768.521,22758.07,22748.865,22740.725,22733.494,22727.045,22721.27,22716.078,22711.393,22707.15,22703.291,22699.768,22696.54,22693.572,22690.832,22688.295,22685.938,22683.74,22681.686,22679.758,22677.945,22676.238,22674.625,22673.096,22671.645,22670.266,22668.953,22667.7,22666.502,22665.355,22664.258,22663.203,22662.19,22661.217,22660.277,22659.375,22658.504,22657.662,22656.85,22656.064,22655.303,22654.566,22653.855,22653.164,22652.496,22651.844,22651.213,22650.602,22650.004,22649.426,22648.863,22648.314,22647.781,22647.262,22646.756,28132.0,27716.0,26996.0,26608.0,26504.0,26712.0,26088.0,26048.0,26380.0,27664.0,27988.0,29172.0,31268.0,29260.0,26244.0,24116.0,23240.0,22412.0,21596.0,21248.0,21256.0,22068.0,25300.0,28308.0,28548.0,28060.0,26904.0,26384.0,26536.0,26160.0,25676.0,25500.0,26252.0,27232.0,28060.0,29488.0,31700.0,29364.0,26456.0,23784.0,23080.0,22084.0,21516.0,21300.0,21092.0,22120.0,24912.0,27924.0,28180.0,27680.0,27084.0,26668.0,26616.0,26568.0,26068.0,25636.0,26116.0,27060.0,28100.0,29168.0,31200.0,29048.0,26184.0,24064.0,22928.0,22044.0,21508.0,21424.0,21440.0,22188.0,25348.0,28556.0
1.0,-0.06844875,0.0,-0.43475586,0.91943955,-0.6580845,0.0,0.29583332,0.8131806,23798.479,23623.697,23478.715,23367.871,23263.3,23171.44,23095.1,23033.025,22981.994,22939.59,22904.145,22874.365,22849.207,22827.82,22809.518,22793.752,22780.084,22768.168,22757.725,22748.531,22740.396,22733.174,22726.73,22720.963,22715.777,22711.098,22706.861,22703.006,22699.488,22696.266,22693.3,22690.566,22688.033,22685.68,22683.486,22681.434,22679.512,22677.703,22675.998,22674.387,22672.863,22671.416,22670.04,22668.729,22667.479,22666.283,22665.14,22664.043,22662.992,22661.982,22661.012,22660.076,22659.176,22658.307,22657.467,22656.656,22655.875,22655.117,22654.383,22653.672,22652.984,22652.316,22651.67,22651.041,22650.43,22649.836,22649.26,22648.7,22648.152,22647.621,22647.105,22646.6,27716.0,26996.0,26608.0,26504.0,26712.0,26088.0,26048.0,26380.0,27664.0,27988.0,29172.0,31268.0,29260.0,26244.0,24116.0,23240.0,22412.0,21596.0,21248.0,21256.0,22068.0,25300.0,28308.0,28548.0,28060.0,26904.0,26384.0,26536.0,26160.0,25676.0,25500.0,26252.0,27232.0,28060.0,29488.0,31700.0,29364.0,26456.0,23784.0,23080.0,22084.0,21516.0,21300.0,21092.0,22120.0,24912.0,27924.0,28180.0,27680.0,27084.0,26668.0,26616.0,26568.0,26068.0,25636.0,26116.0,27060.0,28100.0,29168.0,31200.0,29048.0,26184.0,24064.0,22928.0,22044.0,21508.0,21424.0,21440.0,22188.0,25348.0,28556.0,29000.0
1.0,-0.06646473,0.0,-0.43475586,0.91943955,-0.5136633,0.0,0.29583332,0.7590449,23798.535,23623.635,23478.55,23367.627,23262.992,23171.08,23094.701,23032.605,22981.564,22939.16,22903.719,22873.947,22848.8,22827.426,22809.137,22793.38,22779.723,22767.818,22757.385,22748.2,22740.074,22732.86,22726.422,22720.66,22715.48,22710.809,22706.574,22702.727,22699.213,22695.994,22693.035,22690.305,22687.775,22685.426,22683.234,22681.188,22679.268,22677.463,22675.762,22674.154,22672.633,22671.188,22669.814,22668.508,22667.26,22666.068,22664.928,22663.834,22662.785,22661.777,22660.809,22659.877,22658.979,22658.111,22657.275,22656.469,22655.688,22654.934,22654.201,22653.494,22652.807,22652.143,22651.496,22650.87,22650.262,22649.67,22649.096,22648.537,22647.992,22647.463,22646.95,22646.447,26996.0,26608.0,26504.0,26712.0,26088.0,26048.0,26380.0,27664.0,27988.0,29172.0,31268.0,29260.0,26244.0,24116.0,23240.0,22412.0,21596.0,21248.0,21256.0,22068.0,25300.0,28308.0,28548.0,28060.0,26904.0,26384.0,26536.0,26160.0,25676.0,25500.0,26252.0,27232.0,28060.0,29488.0,31700.0,29364.0,26456.0,23784.0,23080.0,22084.0,21516.0,21300.0,21092.0,22120.0,24912.0,27924.0,28180.0,27680.0,27084.0,26668.0,26616.0,26568.0,26068.0,25636.0,26116.0,27060.0,28100.0,29168.0,31200.0,29048.0,26184.0,24064.0,22928.0,22044.0,21508.0,21424.0,21440.0,22188.0,25348.0,28556.0,29000.0,28804.0
1.0,-0.06448071,0.0,-0.43475586,0.91943955,-0.369242,0.0,0.29583332,0.6154193,23798.594,23623.57,23478.393,23367.385,23262.686,23170.723,23094.309,23032.191,22981.139,22938.734,22903.299,22873.537,22848.402,22827.037,22808.758,22793.016,22779.367,22767.473,22757.049,22747.871,22739.754,22732.545,22726.117,22720.361,22715.188,22710.521,22706.293,22702.45,22698.941,22695.727,22692.771,22690.045,22687.52,22685.174,22682.988,22680.945,22679.027,22677.227,22675.53,22673.924,22672.406,22670.965,22669.594,22668.291,22667.045,22665.855,22664.719,22663.627,22662.582,22661.576,22660.611,22659.682,22658.785,22657.922,22657.088,22656.281,22655.504,22654.752,22654.021,22653.316,22652.633,22651.97,22651.326,22650.703,22650.096,22649.508,22648.936,22648.379,22647.836,22647.309,22646.797,22646.297,26608.0,26504.0,26712.0,26088.0,26048.0,26380.0,27664.0,27988.0,29172.0,31268.0,29260.0,26244.0,24116.0,23240.0,22412.0,21596.0,21248.0,21256.0,22068.0,25300.0,28308.0,28548.0,28060.0,26904.0,26384.0,26536.0,26160.0,25676.0,25500.0,26252.0,27232.0,28060.0,29488.0,31700.0,29364.0,26456.0,23784.0,23080.0,22084.0,21516.0,21300.0,21092.0,22120.0,24912.0,27924.0,28180.0,27680.0,27084.0,26668.0,26616.0,26568.0,26068.0,25636.0,26116.0,27060.0,28100.0,29168.0,31200.0,29048.0,26184.0,24064.0,22928.0,22044.0,21508.0,21424.0,21440.0,22188.0,25348.0,28556.0,29000.0,28804.0,28284.0
1.0,-0.06249669,0.0,-0.43475586,0.91943955,-0.22482073,0.0,0.29583332,0.4021907,23798.65,23623.51,23478.234,23367.146,23262.383,23170.371,23093.918,23031.781,22980.719,22938.314,22902.883,22873.129,22848.006,22826.654,22808.387,22792.652,22779.018,22767.13,22756.717,22747.547,22739.44,22732.238,22725.816,22720.066,22714.898,22710.238,22706.016,22702.176,22698.674,22695.463,22692.514,22689.79,22687.27,22684.926,22682.744,22680.705,22678.791,22676.994,22675.299,22673.697,22672.182,22670.744,22669.377,22668.076,22666.834,22665.646,22664.512,22663.424,22662.38,22661.379,22660.416,22659.488,22658.594,22657.734,22656.902,22656.1,22655.324,22654.572,22653.848,22653.145,22652.463,22651.8,22651.16,22650.537,22649.934,22649.348,22648.777,22648.223,22647.684,22647.158,22646.646,22646.15,26504.0,26712.0,26088.0,26048.0,26380.0,27664.0,27988.0,29172.0,31268.0,29260.0,26244.0,24116.0,23240.0,22412.0,21596.0,21248.0,21256.0,22068.0,25300.0,28308.0,28548.0,28060.0,26904.0,26384.0,26536.0,26160.0,25676.0,25500.0,26252.0,27232.0,28060.0,29488.0,31700.0,29364.0,26456.0,23784.0,23080.0,22084.0,21516.0,21300.0,21092.0,22120.0,24912.0,27924.0,28180.0,27680.0,27084.0,26668.0,26616.0,26568.0,26068.0,25636.0,26116.0,27060.0,28100.0,29168.0,31200.0,29048.0,26184.0,24064.0,22928.0,22044.0,21508.0,21424.0,21440.0,22188.0,25348.0,28556.0,29000.0,28804.0,28284.0,27512.0
1.0,-0.060512666,0.0,-0.43475586,0.91943955,-0.08039947,0.0,0.29583332,0.42981097,23798.707,23623.453,23478.08,23366.912,23262.084,23170.023,23093.535,23031.375,22980.303,22937.898,22902.47,22872.727,22847.613,22826.273,22808.018,22792.295,22778.67,22766.795,22756.389,22747.229,22739.127,22731.934,22725.518,22719.775,22714.613,22709.957,22705.74,22701.908,22698.408,22695.203,22692.258,22689.54,22687.021,22684.684,22682.504,22680.467,22678.559,22676.764,22675.072,22673.475,22671.96,22670.527,22669.162,22667.863,22666.625,22665.441,22664.309,22663.223,22662.184,22661.184,22660.223,22659.297,22658.406,22657.547,22656.719,22655.918,22655.145,22654.398,22653.674,22652.973,22652.293,22651.635,22650.996,22650.377,22649.773,22649.19,22648.621,22648.07,22647.531,22647.01,22646.5,22646.004,26712.0,26088.0,26048.0,26380.0,27664.0,27988.0,29172.0,31268.0,29260.0,26244.0,24116.0,23240.0,22412.0,21596.0,21248.0,21256.0,22068.0,25300.0,28308.0,28548.0,28060.0,26904.0,26384.0,26536.0,26160.0,25676.0,25500.0,26252.0,27232.0,28060.0,29488.0,31700.0,29364.0,26456.0,23784.0,23080.0,22084.0,21516.0,21300.0,21092.0,22120.0,24912.0,27924.0,28180.0,27680.0,27084.0,26668.0,26616.0,26568.0,26068.0,25636.0,26116.0,27060.0,28100.0,29168.0,31200.0,29048.0,26184.0,24064.0,22928.0,22044.0,21508.0,21424.0,21440.0,22188.0,25348.0,28556.0,29000.0,28804.0,28284.0,27512.0,27612.0
1.0,-0.058528647,0.0,-0.43475586,0.91943955,0.064021796,0.0,0.29583332,0.44527835,23798.766,23623.395,23477.928,23366.68,23261.79,23169.68,23093.154,23030.973,22979.893,22937.486,22902.064,22872.33,22847.227,22825.898,22807.652,22791.941,22778.328,22766.46,22756.066,22746.914,22738.82,22731.633,22725.225,22719.488,22714.332,22709.682,22705.47,22701.643,22698.148,22694.947,22692.004,22689.29,22686.777,22684.443,22682.268,22680.234,22678.328,22676.537,22674.85,22673.254,22671.744,22670.312,22668.951,22667.656,22666.42,22665.238,22664.11,22663.027,22661.988,22660.99,22660.033,22659.111,22658.223,22657.365,22656.54,22655.742,22654.97,22654.225,22653.504,22652.805,22652.127,22651.47,22650.834,22650.217,22649.617,22649.035,22648.469,22647.918,22647.385,22646.863,22646.355,22645.863,26088.0,26048.0,26380.0,27664.0,27988.0,29172.0,31268.0,29260.0,26244.0,24116.0,23240.0,22412.0,21596.0,21248.0,21256.0,22068.0,25300.0,28308.0,28548.0,28060.0,26904.0,26384.0,26536.0,26160.0,25676.0,25500.0,26252.0,27232.0,28060.0,29488.0,31700.0,29364.0,26456.0,23784.0,23080.0,22084.0,21516.0,21300.0,21092.0,22120.0,24912.0,27924.0,28180.0,27680.0,27084.0,26668.0,26616.0,26568.0,26068.0,25636.0,26116.0,27060.0,28100.0,29168.0,31200.0,29048.0,26184.0,24064.0,22928.0,22044.0,21508.0,21424.0,21440.0,22188.0,25348.0,28556.0,29000.0,28804.0,28284.0,27512.0,27612.0,27668.0
1.0,-0.056544624,0.0,-0.43475586,0.91943955,0.20844306,0.0,0.29583332,0.27403253,23798.824,23623.338,23477.777,23366.451,23261.498,23169.34,23092.777,23030.576,22979.486,22937.08,22901.662,22871.938,22846.846,22825.527,22807.293,22791.594,22777.988,22766.133,22755.746,22746.602,22738.516,22731.336,22724.936,22719.203,22714.055,22709.41,22705.203,22701.379,22697.89,22694.693,22691.756,22689.045,22686.537,22684.205,22682.035,22680.004,22678.102,22676.312,22674.629,22673.037,22671.531,22670.102,22668.744,22667.45,22666.217,22665.04,22663.91,22662.832,22661.797,22660.803,22659.846,22658.926,22658.04,22657.188,22656.363,22655.566,22654.799,22654.055,22653.336,22652.639,22651.965,22651.31,22650.676,22650.062,22649.463,22648.883,22648.318,22647.77,22647.238,22646.719,22646.215,22645.723,26048.0,26380.0,27664.0,27988.0,29172.0,31268.0,29260.0,26244.0,24116.0,23240.0,22412.0,21596.0,21248.0,21256.0,22068.0,25300.0,28308.0,28548.0,28060.0,26904.0,26384.0,26536.0,26160.0,25676.0,25500.0,26252.0,27232.0,28060.0,29488.0,31700.0,29364.0,26456.0,23784.0,23080.0,22084.0,21516.0,21300.0,21092.0,22120.0,24912.0,27924.0,28180.0,27680.0,27084.0,26668.0,26616.0,26568.0,26068.0,25636.0,26116.0,27060.0,28100.0,29168.0,31200.0,29048.0,26184.0,24064.0,22928.0,22044.0,21508.0,21424.0,21440.0,22188.0,25348.0,28556.0,29000.0,28804.0,28284.0,27512.0,27612.0,27668.0,27048.0
1.0,-0.0545606,0.0,-0.43475586,0.91943955,0.35286433,0.0,0.29583332,0.2055342,23798.88,23623.283,23477.629,23366.223,23261.21,23169.004,23092.406,23030.184,22979.086,22936.678,22901.268,22871.549,22846.467,22825.16,22806.94,22791.25,22777.654,22765.809,22755.43,22746.295,22738.217,22731.045,22724.648,22718.924,22713.781,22709.14,22704.94,22701.121,22697.635,22694.445,22691.512,22688.805,22686.299,22683.973,22681.803,22679.777,22677.877,22676.094,22674.41,22672.822,22671.32,22669.895,22668.54,22667.248,22666.018,22664.842,22663.717,22662.64,22661.607,22660.615,22659.662,22658.746,22657.863,22657.012,22656.19,22655.396,22654.629,22653.889,22653.172,22652.477,22651.805,22651.152,22650.52,22649.908,22649.312,22648.734,22648.172,22647.625,22647.094,22646.578,22646.074,22645.586,26380.0,27664.0,27988.0,29172.0,31268.0,29260.0,26244.0,24116.0,23240.0,22412.0,21596.0,21248.0,21256.0,22068.0,25300.0,28308.0,28548.0,28060.0,26904.0,26384.0,26536.0,26160.0,25676.0,25500.0,26252.0,27232.0,28060.0,29488.0,31700.0,29364.0,26456.0,23784.0,23080.0,22084.0,21516.0,21300.0,21092.0,22120.0,24912.0,27924.0,28180.0,27680.0,27084.0,26668.0,26616.0,26568.0,26068.0,25636.0,26116.0,27060.0,28100.0,29168.0,31200.0,29048.0,26184.0,24064.0,22928.0,22044.0,21508.0,21424.0,21440.0,22188.0,25348.0,28556.0,29000.0,28804.0,28284.0,27512.0,27612.0,27668.0,27048.0,26800.0
1.0,-0.05257658,0.0,-0.43475586,0.91943955,0.4972856,0.0,0.29583332,0.26629886,23798.94,23623.229,23477.482,23366.0,23260.926,23168.672,23092.041,23029.797,22978.688,22936.281,22900.873,22871.164,22846.094,22824.799,22806.588,22790.91,22777.326,22765.488,22755.12,22745.992,22737.92,22730.756,22724.367,22718.648,22713.512,22708.877,22704.68,22700.865,22697.387,22694.2,22691.27,22688.566,22686.064,22683.742,22681.576,22679.555,22677.658,22675.875,22674.197,22672.613,22671.111,22669.688,22668.336,22667.049,22665.82,22664.648,22663.525,22662.451,22661.422,22660.432,22659.482,22658.566,22657.688,22656.838,22656.018,22655.227,22654.463,22653.723,22653.01,22652.318,22651.646,22650.998,22650.367,22649.756,22649.162,22648.586,22648.027,22647.482,22646.953,22646.44,22645.94,22645.451,27664.0,27988.0,29172.0,31268.0,29260.0,26244.0,24116.0,23240.0,22412.0,21596.0,21248.0,21256.0,22068.0,25300.0,28308.0,28548.0,28060.0,26904.0,26384.0,26536.0,26160.0,25676.0,25500.0,26252.0,27232.0,28060.0,29488.0,31700.0,29364.0,26456.0,23784.0,23080.0,22084.0,21516.0,21300.0,21092.0,22120.0,24912.0,27924.0,28180.0,27680.0,27084.0,26668.0,26616.0,26568.0,26068.0,25636.0,26116.0,27060.0,28100.0,29168.0,31200.0,29048.0,26184.0,24064.0,22928.0,22044.0,21508.0,21424.0,21440.0,22188.0,25348.0,28556.0,29000.0,28804.0,28284.0,27512.0,27612.0,27668.0,27048.0,26800.0,27020.0
1.0,-0.050592557,0.0,-0.43475586,0.91943955,0.6417069,0.0,0.29583332,0.5833798,23798.998,23623.178,23477.34,23365.78,23260.645,23168.344,23091.678,23029.412,22978.295,22935.887,22900.486,22870.785,22845.725,22824.441,22806.24,22790.572,22777.0,22765.172,22754.812,22745.691,22737.63,22730.47,22724.088,22718.377,22713.244,22708.615,22704.424,22700.615,22697.139,22693.957,22691.031,22688.332,22685.834,22683.514,22681.354,22679.334,22677.441,22675.662,22673.988,22672.404,22670.906,22669.486,22668.137,22666.854,22665.627,22664.457,22663.338,22662.268,22661.238,22660.254,22659.303,22658.393,22657.514,22656.666,22655.85,22655.06,22654.299,22653.562,22652.852,22652.16,22651.492,22650.846,22650.217,22649.607,22649.018,22648.443,22647.885,22647.342,22646.816,22646.303,22645.805,22645.32,27988.0,29172.0,31268.0,29260.0,26244.0,24116.0,23240.0,22412.0,21596.0,21248.0,21256.0,22068.0,25300.0,28308.0,28548.0,28060.0,26904.0,26384.0,26536.0,26160.0,25676.0,25500.0,26252.0,27232.0,28060.0,29488.0,31700.0,29364.0,26456.0,23784.0,23080.0,22084.0,21516.0,21300.0,21092.0,22120.0,24912.0,27924.0,28180.0,27680.0,27084.0,26668.0,26616.0,26568.0,26068.0,25636.0,26116.0,27060.0,28100.0,29168.0,31200.0,29048.0,26184.0,24064.0,22928.0,22044.0,21508.0,21424.0,21440.0,22188.0,25348.0,28556.0,29000.0,28804.0,28284.0,27512.0,27612.0,27668.0,27048.0,26800.0,27020.0,28168.0
1.0,-0.048608534,0.0,-0.43475586,0.91943955,0.7861281,0.0,0.29583332,0.8153902,23799.057,23623.127,23477.197,23365.562,23260.367,23168.02,23091.318,23029.035,22977.908,22935.498,22900.104,22870.41,22845.36,22824.086,22805.898,22790.242,22776.678,22764.86,22754.508,22745.396,22737.342,22730.19,22723.814,22718.107,22712.98,22708.357,22704.172,22700.367,22696.895,22693.717,22690.795,22688.1,22685.605,22683.29,22681.133,22679.117,22677.227,22675.453,22673.78,22672.201,22670.705,22669.29,22667.941,22666.66,22665.438,22664.27,22663.152,22662.084,22661.059,22660.074,22659.129,22658.219,22657.344,22656.5,22655.684,22654.898,22654.139,22653.404,22652.693,22652.006,22651.34,22650.695,22650.07,22649.463,22648.873,22648.3,22647.746,22647.205,22646.68,22646.17,22645.672,22645.19,29172.0,31268.0,29260.0,26244.0,24116.0,23240.0,22412.0,21596.0,21248.0,21256.0,22068.0,25300.0,28308.0,28548.0,28060.0,26904.0,26384.0,26536.0,26160.0,25676.0,25500.0,26252.0,27232.0,28060.0,29488.0,31700.0,29364.0,26456.0,23784.0,23080.0,22084.0,21516.0,21300.0,21092.0,22120.0,24912.0,27924.0,28180.0,27680.0,27084.0,26668.0,26616.0,26568.0,26068.0,25636.0,26116.0,27060.0,28100.0,29168.0,31200.0,29048.0,26184.0,24064.0,22928.0,22044.0,21508.0,21424.0,21440.0,22188.0,25348.0,28556.0,29000.0,28804.0,28284.0,27512.0,27612.0,27668.0,27048.0,26800.0,27020.0,28168.0,29008.0
1.0,-0.046624515,0.0,-0.43475586,0.91943955,0.9305494,0.0,0.29583332,1.1678252,23799.115,23623.076,23477.057,23365.348,23260.092,23167.7,23090.965,23028.66,22977.525,22935.115,22899.723,22870.04,22845.0,22823.738,22805.56,22789.914,22776.361,22764.55,22754.209,22745.105,22737.057,22729.912,22723.543,22717.842,22712.723,22708.104,22703.922,22700.121,22696.654,22693.48,22690.562,22687.871,22685.383,22683.07,22680.916,22678.902,22677.016,22675.244,22673.574,22671.998,22670.508,22669.092,22667.748,22666.469,22665.248,22664.086,22662.97,22661.904,22660.883,22659.9,22658.957,22658.049,22657.176,22656.334,22655.521,22654.738,22653.98,22653.248,22652.54,22651.855,22651.191,22650.547,22649.924,22649.32,22648.732,22648.162,22647.61,22647.07,22646.547,22646.04,22645.545,22645.062,31268.0,29260.0,26244.0,24116.0,23240.0,22412.0,21596.0,21248.0,21256.0,22068.0,25300.0,28308.0,28548.0,28060.0,26904.0,26384.0,26536.0,26160.0,25676.0,25500.0,26252.0,27232.0,28060.0,29488.0,31700.0,29364.0,26456.0,23784.0,23080.0,22084.0,21516.0,21300.0,21092.0,22120.0,24912.0,27924.0,28180.0,27680.0,27084.0,26668.0,26616.0,26568.0,26068.0,25636.0,26116.0,27060.0,28100.0,29168.0,31200.0,29048.0,26184.0,24064.0,22928.0,22044.0,21508.0,21424.0,21440.0,22188.0,25348.0,28556.0,29000.0,28804.0,28284.0,27512.0,27612.0,27668.0,27048.0,26800.0,27020.0,28168.0,29008.0,30284.0
1.0,-0.044640493,0.0,-0.43475586,0.91943955,1.0749707,0.0,0.29583332,1.6870867,23799.176,23623.027,23476.92,23365.137,23259.82,23167.383,23090.613,23028.29,22977.145,22934.734,22899.35,22869.674,22844.645,22823.393,22805.227,22789.59,22776.047,22764.246,22753.912,22744.816,22736.777,22729.639,22723.275,22717.582,22712.465,22707.854,22703.676,22699.88,22696.418,22693.248,22690.334,22687.646,22685.16,22682.852,22680.701,22678.691,22676.809,22675.04,22673.373,22671.8,22670.312,22668.9,22667.559,22666.281,22665.064,22663.902,22662.791,22661.729,22660.707,22659.729,22658.787,22657.883,22657.012,22656.172,22655.361,22654.58,22653.824,22653.096,22652.389,22651.705,22651.045,22650.402,22649.781,22649.18,22648.594,22648.025,22647.475,22646.938,22646.418,22645.91,22645.418,22644.938,29260.0,26244.0,24116.0,23240.0,22412.0,21596.0,21248.0,21256.0,22068.0,25300.0,28308.0,28548.0,28060.0,26904.0,26384.0,26536.0,26160.0,25676.0,25500.0,26252.0,27232.0,28060.0,29488.0,31700.0,29364.0,26456.0,23784.0,23080.0,22084.0,21516.0,21300.0,21092.0,22120.0,24912.0,27924.0,28180.0,27680.0,27084.0,26668.0,26616.0,26568.0,26068.0,25636.0,26116.0,27060.0,28100.0,29168.0,31200.0,29048.0,26184.0,24064.0,22928.0,22044.0,21508.0,21424.0,21440.0,22188.0,25348.0,28556.0,29000.0,28804.0,28284.0,27512.0,27612.0,27668.0,27048.0,26800.0,27020.0,28168.0,29008.0,30284.0,32164.0
